qid,query
train_9180,"Along^3 with the Legislative^3 Council^3 and sheriffs what body is regulated in this state ""Legislative Council""^4"
train_9181,Who was Captain^3 of the fast sailing ship Criterion^3
train_9182,"Along^3 with Strange^3 Harrison^3 Cooper^3 and Bradburn^3 who was sent off to Portsmouth^3 ""Strange Harrison Cooper""^4"
train_9183,What country was the ship Cyane^3 from
train_9184,How far do the Krow^3 men coast the shore
train_9185,Who has located himself at Campella^3 on the island of Sherbro^3
train_9186,How many of the deaths were under two years of age
train_9187,How old were the 4^2 779^2 of the deaths
train_9188,How many children died between the ages of two and five
train_9189,How many of the deaths were under the age of two
train_9190,How many parrots died between the ages of two and twenty
train_9191,How many parrots died between the ages of two and thirty
train_9192,"How many parrots died in the U^3 S^3 ""U S""^4"
train_9193,How many parrots died between the ages of two and five
train_9194,How many parrots died between the ages of eighty and ninety
train_9195,How many parrots died out of a hundred and three
train_9196,Who wrote the letter to his sister in England^3
train_9197,When did the army pass through a forest and encamped on its skirts near a small village
train_9198,How many of Collett^3 s men were killed by a tiger
train_9199,How many severe wounds did Collett^3 receive
train_9200,"Along^3 with Indiana^3 Illinois^3 and Missouri^3 what state has settlers ""Indiana Illinois""^4"
train_9201,Along^3 with Missouri^3 and Ohio^3 what state has extensive territory
train_9202,"Along^3 with Ohio^3 Indiana^3 Illinois^3 and Arkansas^3 what state has extensive territory to the south ""Ohio Indiana Illinois""^4"
train_9203,"Along^3 with Alabama^3 Tennessee^3 Mississippi^3 Louisiana^3 and Arkansas^3 what state is a part of the United^3 States^3 ""Alabama Tennessee Mississippi Louisiana""^4 ""United States""^4"
train_9204,"Along^3 with Tennessee^3 Mississippi^3 Louisiana^3 and Arkansas^3 what state has a large population ""Tennessee Mississippi Louisiana""^4"
train_9205,What country is Austin^3 s letter addressed to
train_9206,"How many people died 1822^2 due to famine and disease in Mexico^3 City^3 ""Mexico City""^4"
train_9207,"When did nearly 500^2 people die in Mexico^3 City^3 ""Mexico City""^4"
train_9208,"What is the name of the editor of the Pearl^3 River^3 Gazette^3 ""Pearl River Gazette""^4"
train_9209,Who is the editor of the Pestle^3
train_9210,What language did Austin^3 think was bad
train_9211,"How many of Gen^2 Jackson^3 s soldiers did an Indian^3 retort with propriety ""Gen Jackson""^4"
train_9212,On what day did the Board^3 of Commissioners^3 of Roads^3 hold their semi annual meeting
train_9213,Who held their semi annual meeting on September^2 22^2 1823^2 last
train_9214,When was the road opened in Monticello^3
train_9215,What state would a canal be cheaper to cut than the Mississippi^3 to Pearl^3 river
train_9216,Along^3 with Ohio^3 and Indiana^3 what state would benefit from a canal instead of a road
train_9217,Along^3 with Kentucky^3 and Indiana^3 what state has a canal that would be more important to the people of Claiborne^3
train_9218,"Along^3 with Kentucky^3 Ohio^3 and what other state a canal would be of much more value to the people of Claiborne^3 ""Kentucky Ohio""^4"
train_9219,On what day did the Newburgh^3 mention the arrival of a raft of timber
train_9220,"Who owns a raft of timber from Fort^3 Edward^3 Washington^3 County^3 ""Fort Edward Washington County""^4"
train_9221,"Who was the Envoy^3 Extraordinary^3 and Minister^3 Plenipotentiary^3 from Great^3 Britain^3 to the United^3 States^3 ""Envoy Extraordinary""^4 ""Minister Plenipotentiary""^4 ""Great Britain""^4 ""United States""^4"
train_9222,"Henry^3 Unwin^3 Addington^3 Esq^2 was the Charg^3 d Affaires^3 of what country ""Henry Unwin Addington Esq""^4"
train_9223,Who are the Settlers^3 in Austin^3 s Settlement^3
train_9224,What year did the political convulsions occur
train_9225,When were the Alcalde^3 s appointed on the Colorado^3 and Brazos^3
train_9226,When will the Alcalde^3 s continue to exercise their functions until
train_9227,Who are the enemies of the Mexican^3 nation
train_9228,How many families are allowed to settle on the Colorado^3 and Brazos^3
train_9229,Along^3 with the Brazos^3 what state has a limit of 300^2 families
train_9230,"What is the number of PETER^3 BANE^3 in Leonard^3 Street^2 New^3 York^3 ""PETER BANE""^4 ""Leonard Street New York""^4"
train_9231,"Who has commenced bleaching pressing and refitting Leghorn^3 and Straw^3 Hats^3 ""Straw Hats""^4"
train_9232,"Who established a Male^3 and Female^3 School^3 for coloured children ""Female School""^4"
train_9233,"Who was the Wm^3 of Brook^3 lyn L^3 I^3 ""L I""^4"
train_9234,"Who was the governor of New^3 Brunswick^3 ""New Brunswick""^4"
train_9235,In what year did an earthquake occur in Sicily^3
train_9236,How many cities were destroyed in Sicily^3 in 1693^2
train_9237,What was the name of the city that was overthrown in the 1693^2 earthquake
train_9238,How long after the earthquake was Antioch^3 destroyed
train_9239,How many people lived in Antioch^3 before it was destroyed
train_9240,How long did it take for the city of Antioch^3 to be rebuilt
train_9241,How many souls were lost in the third time the city of Antioch^3 was destroyed
train_9242,How many people were buried under the ruins of Lisbon^3 in 1755^2
train_9243,How much of the city of Aleppo^3 was destroyed by an earthquake in 1822^2
train_9244,How many people lived in Aleppo^3 in 1822^2
train_9245,"On what day did the Common^3 Council^3 authorize citizens to assemble in their respective wards ""Common Council""^4"
train_9246,"In what month and year did the Common^3 Council^3 authorize citizens to assemble in their respective wards ""Common Council""^4"
train_9247,On what day will the delegates meet to form a plan of a city government
train_9248,In what month and year will the delegates meet to form a plan of a city government
train_9249,"Who was appointed to the rank of Colonel^3 by Governor^3 Throop^3 ""Governor Throop""^4"
train_9250,"How many Aids^3 De^3 Camp^3 members did Governor^3 Throop^3 appoint James^3 L^3 Graham^3 ""Aids De Camp""^4 ""Governor Throop""^4 ""James L Graham""^4"
train_9251,"Who has James^3 L^3 Graham^3 Esq^2 been appointed by Governor^3 Throop^3 ""James L Graham Esq""^4 ""Governor Throop""^4"
train_9252,"On what day was the Louisiana^3 Legion^3 reviewed on the Public^3 Square^3 ""Louisiana Legion""^4 ""Public Square""^4"
train_9253,"Who did the Grand^3 Jury^3 at Washington^3 find a true Bill^3 against ""Grand Jury""^4"
train_9254,"When was the Globe^3 Factory^3 burned down ""Globe Factory""^4"
train_9255,"Who was the Capt^3 of the Sixth^3 Regiment^3 of Infantry^3 ""Sixth Regiment""^4"
train_9256,"What country refused to extend mercy to Capt^3 John^3 Gantt^3 ""Capt John Gantt""^4"
train_9257,How many people live in the County^3 of Loudoun^3
train_9258,How long has Loudoun^3 been in jail
train_9259,How many years has litigation decreased in Loudoun^3
train_9260,"Who was the brother of Ebenezer^3 Johnson^3 ""Ebenezer Johnson""^4"
train_9261,What court commenced its March^2 1828^2 term in Newport^3 on March^2 04^2 1828^2 last
train_9262,"When did the Supreme^3 Court^3 begin its term ""Supreme Court""^4"
train_9263,"On what day did the Supreme^3 Court^3 of this State^3 begin its March^2 1828^2 term ""Supreme Court""^4"
train_9264,Whose^3 death caused a great political reaction against Jackson^3 politics
train_9265,Which elector could not now command one tenth of the votes in this county
train_9266,How many votes did a Jackson^3 elector have in this county
train_9267,Who has had the credit of holding this State^3 in leading strings
train_9268,"Who was an officer of the Revolutionary^3 War^3 ""Revolutionary War""^4"
train_9269,"On what day did Maj^3 John^3 Handy^3 die ""Maj John Handy""^4"
train_9270,"On what day was Maj^3 John^3 Handy^3 interred ""Maj John Handy""^4"
train_9271,"Who was the commander of the Artillery^3 Company^3 at Handy^3 s funeral ""Artillery Company""^4"
train_9272,"Who read the Declaration^3 of Independence^3 from the portico of the Court^3 House^3 ""Court House""^4"
train_9273,"In what year did Major^3 Handy^3 read the Declaration^3 of Independence^3 ""Major Handy""^4"
train_9274,"What did Major^3 Handy^3 read in 1776^2 ""Major Handy""^4"
train_9275,In what year did Handy^3 read the Declaration^3 of Independence^3
train_9276,How long before the Jubilee^3 did Handy^3 read the Declaration^3 of Independence^3
train_9277,"When did the steam packet Chancellor^3 Livingston^3 make her first trip to Providence^3 ""Chancellor Livingston""^4"
train_9278,"The Editors^3 of the Commercial^3 Advertiser^3 received files of Paris^3 papers to what date ""The Editors""^4 ""Commercial Advertiser""^4"
train_9279,London^3 advices were sent to what date
train_9280,"Lord^3 Goderich^3 resigned the Premiership^3 and a new ministry was named within a day or how many days ""Lord Goderich""^4"
train_9281,"When did the London^3 Morning^3 Herald^3 publish the list of new ministers ""London Morning Herald""^4"
train_9282,Who was the first Lord^3 of the Treasury^3
train_9283,Who is the President^3 of the Council^3 of Shrewsbury^3
train_9284,"What is Mr^3 Dawson^3 the Treasurer^3 of ""Mr Dawson""^4"
train_9285,"The King^3 requested that he would come down again March^2 05^2 1828^2 morning with the Duke^3 of what city ""The King""^4"
train_9286,How many Tory^3 government did the King^3 recommend to his majesty
train_9287,Who said it was a difficult attempt to speak of the Ministry^3
train_9288,"On what date did all the persons attached to the English^3 French^3 and Russian^3 Embassies^3 leave Constantinople^3 ""English French""^4 ""Russian Embassies""^4"
train_9289,"Along^3 with the French^3 and Russian^3 Embassies^3 what language did the intelligence from Bucharest^3 state that the Russian^3 troops were in active motion ""Russian Embassies""^4"
train_9290,Who will act in perfect accord with the stipulations of the treaty of July^2 06^2 1828^2
train_9291,When was the treaty of Constantinople^3 signed
train_9292,"When did a letter from Vienna^3 announce a courier from St^3 Petersburg^3 ""St Petersburg""^4"
train_9293,"Who did a courier from St^3 Petersburg^3 bring a new declaration to ""St Petersburg""^4"
train_9294,"The Augsburg^3 Gazette^3 contains the following particulars under the date of what city ""The Augsburg Gazette""^4"
train_9295,On what day is Christian^3 worship performed
train_9296,What religion are the ministers in the chapels of Constantinople^3 and Adrianople^3
train_9297,Along^3 with France^3 what country disapproved of the departure of the Ambassadors^3
train_9298,When was the letter from Constantinople^3 dated
train_9299,"When was the funeral of Gen^2 Brown^3 held ""Gen Brown""^4"
train_9300,The bill for establishing a southern judicial district to the territory of what state was discussed and ordered to a third reading
train_9301,When were the resolutions of the Legislature^3 of Ohio^3 presented
train_9302,Who moved the Process^3 bill to a third reading
train_9303,When was the House^3 of Representatives^3 meeting
train_9304,"Who moved to strike out the first section of the bill making appropriations for Internal^3 Improvements^3 ""Internal Improvements""^4"
train_9305,Who suggested that Hall^3 withdraw his motion
train_9306,How much did Drayton^3 propose to appropriate for surveys
train_9307,Who was the speaker of the House^3 on the proposal to limit the appropriation of 30^2 000^2 dollars for surveys
train_9308,Who made another unsuccessful motion to consider his resolution providing for an earlier hour for the daily meeting of Congress^3
train_9309,Who proposed to amend the clause appropriating 30^2 000^2 dollars for surveys
train_9310,"Who was the Commander^3 in Chief^3 of the Army^3 of the United^3 States^3 ""United States""^4"
train_9311,"On what day did General^3 Brown^3 die ""General Brown""^4"
train_9312,How long were Brown^3 s friends attached to him
train_9313,Who was the commander of the Eagles^3
train_9314,How much of the Union^3 was Brown^3 s Union^3
train_9315,"How many of the oldest warmest and most unwavering personal friends and admirers of Gen^2 Clinton^3 were ""Gen Clinton""^4"
train_9316,"Who was Gen^2 Brown^3 a friend and admirer of ""Gen Brown""^4"
train_9317,"How many Houses^3 of Congress^3 have been adjourned for the funeral of Major^3 Gen^2 eral Brown^3 ""Major Gen""^4"
train_9318,"Which house adjourned March^2 06^2 1828^2 to attend the funeral of Major^3 Gen^2 eral Brown^3 ""Major Gen""^4"
train_9319,"When was the funeral of Major^3 Gen^2 eral Brown^3 adjourned ""Major Gen""^4"
train_9320,How many companies were detailed from the military escort and fired three volleys
train_9321,"Who does the Secretary^3 of War^3 announce the death of Major^3 General^3 Brown^3 ""Major General Brown""^4"
train_9322,"When did LARNER^3 HATCH^3 receive a superior assortment of BROADCLOTHS^3 and CASSIMERES^3 ""LARNER HATCH""^4"
train_9323,What season are Brown^3 and white linen Drills^3 and Cassimeres^3 suitable for
train_9324,"What is John^3 HARTSHORN^3 s job title ""John HARTSHORN""^4"
train_9325,How many copies of Chambers^3 medicine are available for sale
train_9326,"Who is the successor to Dr^3 Chambers^3 ""Dr Chambers""^4"
train_9327,How much is the usual price of Chambers^3 medicine
train_9328,Who signed the directions accompanying Chambers^3 medicine
train_9329,"Who sells Chambers^3 medicine at the Academy^3 Cadet^3 s office ""Academy Cadet""^4"
train_9330,"Who sold Chambers^3 medicine in South^3 Main^3 street ""South Main""^4"
train_9331,"Who s Manufactures^3 Hotel^3 is in Providence^3 ""Manufactures Hotel""^4"
train_9332,"What is the fare from Centerville^3 and Crompton^3 Mills^3 for both passages ""Crompton Mills""^4"
train_9333,"How much does a single passage cost from Centerville^3 and Crompton^3 Mills^3 ""Crompton Mills""^4"
train_9334,"How much did it cost to perform both passages from Natick^3 Village^3 ""Natick Village""^4"
train_9335,"Who is the Pastor^3 of the Old^3 South^3 Church^3 Boston^3 ""Old South Church Boston""^4"
train_9336,"Who is the D^3 D^3 Pastor^3 of the Church^3 in Green^3 Street^2 Boston^3 ""D D Pastor""^4 ""Green Street Boston""^4"
train_9337,"Who is the Principal^3 and Professor^3 of Theology^3 in the Academical^3 and Theological^3 Institution^3 at New^3 Hampton^3 ""Theological Institution""^4 ""New Hampton""^4"
train_9338,"Who is the author of a Greek^3 and English^3 Lexicon^3 of the New^3 Testament^3 ""English Lexicon""^4 ""New Testament""^4"
train_9339,"Who is the President^3 of Brown^3 University^3 ""Brown University""^4"
train_9340,"Who determined that the National^3 Spelling^3 Book^3 be used in the public schools in the city ""National Spelling Book""^4"
train_9341,How many corners of the cave did Morpheus^3 have
train_9342,Who is now so vociferous for and opposed to Adams^3
train_9343,"Who threatened to hang the Hartford^3 Convention^3 folks under the second section of the Rules^3 and Articles^3 of War^3 ""Hartford Convention""^4"
train_9344,"Who did Gen^2 Jackson^3 threaten to hang the Hartford^3 Convention^3 folks under the second section of the Rules^3 and Articles^3 of War^3 ""Gen Jackson""^4 ""Hartford Convention""^4"
train_9345,"When was Frederick^3 Augustus^3 Farley^3 ordained Minister^3 of the Westminster^3 Congregational^3 Society^3 ""Frederick Augustus Farley""^4 ""Westminster Congregational Society""^4"
train_9346,"Who was ordained Minister^3 of the Westminster^3 Congregational^3 Society^3 ""Westminster Congregational Society""^4"
train_9347,"Who was Frederick^3 Augustus^3 Farley^3 ordained Minister^3 of ""Frederick Augustus Farley""^4"
train_9348,"How long has it been since the Westminster^3 Congregational^3 Society^3 was formed ""Westminster Congregational Society""^4"
train_9349,How many Ionic^3 columns are in front of the church
train_9350,"Who provided a dinner for Dr^3 Messer^3 ""Dr Messer""^4"
train_9351,"Who was the former President^3 of Brown^3 University^3 ""Brown University""^4"
train_9352,"What university was Dr^3 Messer^3 formerly President^3 of ""Dr Messer""^4"
train_9353,"Who was the coadjutor at the dinner provided for the Ordaining^3 Council^3 ""Ordaining Council""^4"
train_9354,"What church did Rev^2 Dr^3 Crocker^3 belong to ""Rev Dr Crocker""^4"
train_9355,"Who rewarded Mrs^2 Morris^3 for a method of cleaning silk woollen and cotton goods ""Mrs Morris""^4"
train_9356,Who did the Society^3 for the Encouragement^3 of Arts^3 and Manufactures^3 reward for cleaning silk woollen and cotton goods
train_9357,How long has silence and warm admiration passed upon Jackson^3 s transactions
train_9358,"Who was the candidate for President^3 if the battle of New^3 Orleans^3 had not been fought ""New Orleans""^4"
train_9359,"What state was occupied by the Seminole^3 War^3 ""Seminole War""^4"
train_9360,"Who was the President^3 of the United^3 States^3 at the time of the battle of New^3 Orleans^3 ""United States""^4 ""New Orleans""^4"
train_9361,"How many New^3 England^3 states did Adams^3 represent ""New England""^4"
train_9362,Which state had the most votes for Adams^3
train_9363,"How many votes did New^3 York^3 have ""New York""^4"
train_9364,"How many states did New^3 Jersey^3 have ""New Jersey""^4"
train_9365,"How many votes did North^3 Carolina^3 have ""North Carolina""^4"
train_9366,"How many states are in South^3 Carolina^3 ""South Carolina""^4"
train_9367,"Along^3 with Pennsylvania^3 Illinois^3 and Louisiana^3 what state did Adams^3 lose ""Pennsylvania Illinois""^4"
train_9368,How many electors attended the polls in Pennsylvania^3 in 1824^2
train_9369,"Who was elected President^3 of the Army^3 of the United^3 States^3 ""United States""^4"
train_9370,"Who was the Secretary^3 of the Army^3 of the United^3 States^3 ""United States""^4"
train_9371,"What branch of the United^3 States^3 is included in the General^3 Orders^3 ""United States""^4 ""General Orders""^4"
train_9372,"What rank did the Adjutant^3 General^3 s Office^3 hold ""Adjutant General""^4"
train_9373,How many masters and commanders are in Pennsylvania^3
train_9374,How many surgeon s mates purser chaplain 35^2 midshipmen
train_9375,How many surgeon s mates are in Delaware^3
train_9376,How many masters and commanders are in Maryland^3
train_9377,How many surgeon s mates are in Maryland^3
train_9378,How many surgeon s mates are there in Maryland^3
train_9379,How many surgeon s mates does the District^3 of Columbia^3 have
train_9380,How many midshipmen are in the District^3 of Columbia^3
train_9381,How many masters and commanders are in Virginia^3
train_9382,How many surgeon s mates are there in Virginia^3
train_9383,"How many lieutenants are in North^3 Carolina^3 ""North Carolina""^4"
train_9384,"How many midshipmen did North^3 Carolina^3 have ""North Carolina""^4"
train_9385,"How many lieutenants are in South^3 Carolina^3 ""South Carolina""^4"
train_9386,"How many surgeons are in South^3 Carolina^3 ""South Carolina""^4"
train_9387,"How many midshipmen are in South^3 Carolina^3 ""South Carolina""^4"
train_9388,How many masters and commanders does England^3 have
train_9389,How many surgeon s mate does Ireland^3 have
train_9390,"How many witnesses were present at the trial of Jose^3 Hilario^3 Casaris^3 ""Jose Hilario Casaris""^4"
train_9391,Who has received orders to make his headquarters at Detroit^3
train_9392,"Who was Major^3 General^3 Brown^3 s aide ""Major General Brown""^4"
train_9393,"When did Major^3 General^3 Brown^3 leave Jefferson^3 Barracks^3 ""Major General Brown""^4 ""Jefferson Barracks""^4"
train_9394,Who acted as a second on the occasion of the duel between Jackson^3 and Dickinson^3
train_9395,Who arranged a race and ran the four mile heats for 3000^2
train_9396,Who did Dickinson^3 s rider say he jostled him near the end of the last round
train_9397,"How much below par are the bills of the Tombeckbee^3 Bank^3 of Alabama^3 ""Tombeckbee Bank""^4"
train_9398,Who escaped from the House^3 of Correction^3 in Worcester^3 on the night of the 11th^2 inst
train_9399,Who escaped from the House^3 of Correction^3 in Worcester^3
train_9400,"How much is the salary of a Lieutenant^3 Governor^3 in Massachusetts^3 ""Lieutenant Governor""^4"
train_9401,"How many dollars does the Secretary^3 of the Supreme^3 Court^3 receive ""Supreme Court""^4"
train_9402,Who was a prisoner of war at Havana^3
train_9403,"What was Lieutenant^3 Thompson^3 a member of ""Lieutenant Thompson""^4"
train_9404,"Who did Laborde^3 strongly urge to attack in Key^3 West^3 ""Key West""^4"
train_9405,"Who had a commu nication with the Spanish^3 Commodore^3 about the charge of breach of neutrality ""Spanish Commodore""^4"
train_9406,Who said Porter^3 was too much of a military man to pay strict obedience to the rights of neutrality
train_9407,"In what state was the N^3 Y^3 Advocate^3 located ""N Y Advocate""^4"
train_9408,"How many slight shocks were noticed by many persons in Frankfort^3 Ky^3 on the morning of the 8th^2 inst Baltimore^3 ""Frankfort Ky""^4"
train_9409,"How many Government^3 Officers^3 were tried for a conspiracy to murder President^3 Boyer^3 ""Government Officers""^4 ""President Boyer""^4"
train_9410,"Who was the captain of the U^3 S^3 ship North^3 Carolina^3 ""U S""^4 ""North Carolina""^4"
train_9411,How far away from Matanzas^3 were the Keys^3
train_9412,How many of Georgian^3 s charms had faded
train_9413,"Who did The Harrisburg^3 Journal^3 warmly favor ""The Harrisburg Journal""^4"
train_9414,"Who did The Harrisburg^3 Journal^3 speak of in a very handsome manner ""The Harrisburg Journal""^4"
train_9415,How old was the girl in Smith^3 s Memoir^3
train_9416,"How many bushels of Lisbon^3 SALT^3 are for sale on Stevens^3 Wharf^3 ""Lisbon SALT""^4 ""Stevens Wharf""^4"
train_9417,"How many Cedar^3 SHINGLES^3 are for sale on Stevens^3 Wharf^3 ""Cedar SHINGLES""^4 ""Stevens Wharf""^4"
train_9418,"Whose^3 Wharf^3 is for sale by S^3 G^3 BOWEN^3 ""Whose Wharf""^4 ""S G BOWEN""^4"
train_9419,"Who sold 50^2 000^2 Cedar^3 SHINGLES^3 on Stevens^3 s Wharf^3 ""Cedar SHINGLES""^4"
train_9420,"On what day does the Rhode^3 Island^3 Steamboat^3 Line^3 receive new goods ""Rhode Island Steamboat Line""^4"
train_9421,"Who is the captain of the Steamboat^3 Washington^3 ""Steamboat Washington""^4"
train_9422,"How many of the above boats will leave Providence^3 for New^3 York^3 every Sunday^3 at 10^2 o clock a m ""New York""^4"
train_9423,What city will one of the steamboats leave Providence^3 for every August^2 19^2 1827^2 at 10^2 o clock a m
train_9424,"At what time will one of the steamboats leave Providence^3 for New^3 York^3 ""New York""^4"
train_9425,"When will the Books^3 and Demands^3 be in the hands of George^3 Turner^3 Esq^2 for adjudgment ""George Turner Esq""^4"
train_9426,Who will hold his Books^3 and Demands^3 after the 15th^2 day of March^2 1881^2 instant
train_9427,"Who sold the Gauze^3 Flannels^3 Thread^3 Hose^3 and Gloves^3 Black^3 silk Camlet^3 Belt^3 Ribbons^3 c ""Gauze Flannels Thread Hose""^4 ""Gloves Black""^4 ""Camlet Belt Ribbons""^4"
train_9428,"How many DOZEN^3 DOMESTIC^3 GLOVES^3 will Newton^3 Williams^3 pay ""DOZEN DOMESTIC GLOVES""^4 ""Newton Williams""^4"
train_9429,"How much per dozen will Newton^3 Williams^3 pay for 300^2 DOZEN^3 DOMESTIC^3 GLOVES^3 ""Newton Williams""^4 ""DOZEN DOMESTIC GLOVES""^4"
train_9430,"Who will pay for 300^2 DOZEN^3 DOMESTIC^3 GLOVES^3 ""DOZEN DOMESTIC GLOVES""^4"
train_9431,"Whose^3 GIN^3 was just received and for sale June^2 21^2 1827^2 ""Whose GIN""^4"
train_9432,"How many MAST^3 BOATs^3 are sold for Cash^3 ""MAST BOATs""^4"
train_9433,"What percentage of a TWO^3 MAST^3 BOAT^3 is sold very cheap for Cash^3 ""TWO MAST BOAT""^4"
train_9434,"Who did David^3 Holloway^3 apply to on the Ferry^3 Wharf^3 Newport^3 June^2 14^2 1827^2 Boarding^3 House^3 ""David Holloway""^4 ""Ferry Wharf Newport June""^4 ""Boarding House""^4"
train_9435,"What was N^3 Sweet^3 s real name ""N Sweet""^4"
train_9436,"When did N^3 Sweet^3 apply for Boarding^3 House^3 ""N Sweet""^4 ""Boarding House""^4"
train_9437,"Whose^3 store is opposite W^3 T^3 T^3 s ""W T T""^4"
train_9438,"Who is the agent for Sharip^3 Brooklyn^3 Manufactory^3 NEW^3 YORK^3 ""Sharip Brooklyn Manufactory NEW YORK""^4"
train_9439,"Who s Cough^3 Drops^3 is stamped on every genuine bottle of Balsam^3 ""Cough Drops""^4"
train_9440,"Who signed the directions to use Anderson^3 s Cough^3 Drops^3 ""Cough Drops""^4"
train_9441,"Who signed the directions for each genuine bottle of Anderson^3 s Cough^3 Drops^3 ""Cough Drops""^4"
train_9442,"Who has a constant supply of the best kinds of Medicines^3 Drugs^3 c ""Medicines Drugs""^4"
train_9443,"Who is George^3 H^3 Tillinghast^3 a part of ""George H Tillinghast""^4"
train_9444,Who was the Secretary^3 of the Treasury^3 at Pawtucket^3
train_9445,How many committees are employed by the House^3 of Representatives^3
train_9446,How many committee members are employed by the House^3 of Representatives^3
train_9447,Who employs more than thirty committees in the examination and report of serious facts
train_9448,"Along^3 with New^3 England^3 and New^3 England^3 men what state did Sauffer^3 speak in defense of ""New England""^4 ""New England""^4"
train_9449,When did England^3 begin to multiply labor and increase wealth
train_9450,How many parts of Europe^3 did England^3 stand between military despotism and the liberties of the world
train_9451,How many different schemes have been adopted by the different nations of the earth for the acquisition of wealth
train_9452,Who boasted that he had conquered the Kingdom^3
train_9453,"Who was the last descendant of Paulus^3 Emelius^3 ""Paulus Emelius""^4"
train_9454,"How long did it take for Paulus^3 Emelius^3 to conquer the Kingdom^3 ""Paulus Emelius""^4"
train_9455,How many men women and children were slaughtered in Epirus^3
train_9456,How much did the Roman^3 general divide to his soldiers from the spoils
train_9457,When will the finances of the country be in a condition so prosperous that there will be paid more than forty millions of the public debt
train_9458,Who did the President^3 send his first message to
train_9459,Who received relief for the army at the last session of Congress^3
train_9460,What state was given 400^2 thousand acres of land at the last session of Congress^3
train_9461,Who appropriated thirty thousand dollars for the purpose of making surveys for roads and canals
train_9462,How much did Congress^3 appropriate for roads and canals
train_9463,"Who passed the Chesapeake^3 and Ohio^3 Canal^3 ""Ohio Canal""^4"
train_9464,"Which country is more fertile than Rhode^3 Island^3 ""Rhode Island""^4"
train_9465,"Along^3 with France^3 and Italy^3 what country is more fertile than Rhode^3 Island^3 ""Rhode Island""^4"
train_9466,"Along^3 with France^3 Spain^3 and Italy^3 what country is more fertile than Rhode^3 Island^3 ""France Spain""^4 ""Rhode Island""^4"
train_9467,"Who did the report of the great Convention^3 bring the true state of the interests of the Southern^3 States^3 before ""Southern States""^4"
train_9468,"New^3 England^3 had been promised a measure so threatening to New^3 England^3 and to what other country ""New England""^4 ""New England""^4"
train_9469,Who was the Bill^3 of Rights^3 hostile to
train_9470,"How many senators from Rhode^3 Island^3 voted for the bill ""Rhode Island""^4"
train_9471,Who brought Kentucky^3 into the first rank of distinction
train_9472,"Who is the leader of the opposition the head of the relief party and the friend of General^3 Jackson^3 ""General Jackson""^4"
train_9473,"Who is Colonel^3 Barry^3 a friend of ""Colonel Barry""^4"
train_9474,"Which state has begun to compare its Monroes^3 Madisons^3 Jeffersons^3 and Washingtons^3 to Andrew^3 Jackson^3 ""Monroes Madisons Jeffersons""^4 ""Andrew Jackson""^4"
train_9475,"What state has communion with William^3 Penn^3 and Andrew^3 Jackson^3 ""William Penn""^4 ""Andrew Jackson""^4"
train_9476,"Who is the Chief^3 Magistrate^3 in Pennsylvania^3 ""Chief Magistrate""^4"
train_9477,"What is the name of the pious and venerable John^3 Quincy^3 Adams^3 ""John Quincy Adams""^4"
train_9478,How many companions did Lewis^3 and Harris^3 have at the massacre of Mobile^3
train_9479,"Who was John^3 Quincy^3 Adams^3 compared to ""John Quincy Adams""^4"
train_9480,What country did the people of Pawtucket^3 cherish their infancy
train_9481,How many people could it be said that Achilles^3 was haughty and high
train_9482,How many of Julian^3 s friends was this young lady
train_9483,Who was the Empress^3 of Austria^3 s ancestor
train_9484,Who immediately detected the Empress^3 of Austria^3 s aversion
train_9485,How many generals received six dispatches from Napoleon^3 on a single day
train_9486,How many dispatches did one general receive from Napoleon^3 on a single day
train_9487,What army did Segur^3 describe when on the verge of the Russian^3 frontier
train_9488,Who would command the French^3 army in person
train_9489,Who mounted his horse at 2^2 o clock in the morning
train_9490,How long did it take Napoleon^3 to cross the Russian^3 river
train_9491,Who ordered a squadron of Polish^3 guards to swim the Russian^3 river
train_9492,When did the Octavia^3 arrive at Batavia^3
train_9493,When was the letter from the shipper dated at Batavia^3
train_9494,How many of the greatest curiosities ever sent to America^3
train_9495,How many animals were sold in London^3 for 10^2 000^2 pounds
train_9496,"What political party will hold a General^3 Convention^3 in Newport^3 ""General Convention""^4"
train_9497,"When will the General^3 Convention^3 be held in Newport^3 ""General Convention""^4"
train_9498,"How many people will the General^3 Convention^3 nominate to represent the State^3 of Rhode^3 Island^3 in the 19th^2 Congress^3 of the United^3 States^3 ""General Convention""^4 ""Rhode Island""^4 ""United States""^4"
train_9499,"When will the Freemen^3 of Newport^3 elect two candidates to represent the State^3 of Rhode^3 Island^3 in the 19th^2 Congress^3 of the United^3 States^3 ""Rhode Island""^4 ""United States""^4"
train_9500,"On what date are the Freemen^3 of Newport^3 hereby requested to assemble in the State^3 House^3 to elect six Delegates^3 ""State House""^4"
train_9501,"Along^3 with Edward^3 W^3 Lawton^3 George^3 Engs^3 and Andrew^3 V^3 Allen^3 who was the Asylum^3 Commissioner^3 ""Edward W Lawton George Engs""^4 ""Andrew V Allen""^4 ""Asylum Commissioner""^4"
train_9502,"Who replaced Isaac^3 Burdick^3 George^3 Hail^3 and S^3 Whitehouse^3 as Asylum^3 Commissioners^3 ""Isaac Burdick George Hail""^4 ""S Whitehouse""^4 ""Asylum Commissioners""^4"
